,w0,w1,w2,w3,w4
exc_to_exc,-0.05278214540582429,0.4099308837091525,1.1705386850324677,0.13328328818154495,-0.007364328686044239
exc_to_e23,-0.09885615640971762,0.5972065597428142,0.626620765403972,0.3567439380761732,0.10135230076905971
exc_to_e4,-0.0798063572610393,0.43505509456079916,1.2500069610457356,-0.10059526741893232,0.0184307094482368
exc_to_e5et,-0.04758808165420769,0.3461186880582361,1.7457023311108961,0.0402419853132735,-0.0006867951766595937
exc_to_e5it,-0.1621685005830072,0.8117416540338238,0.24478328544543965,0.410458156071112,0.3704940104485342
exc_to_e5np,-0.10502136833072867,0.6697749280788476,0.6569517069732833,0.1916568136272716,-0.057457575185060214
exc_to_e6,-0.07700629235246573,0.5307319530848461,0.891487942893344,0.0023905826037031175,0.007027340508610577
exc_to_pv,0.612756071861569,0.56361560914551,0.01033631666687937,0.06608002194554821,-0.014508087804517112
exc_to_sst,0.06583693887959047,0.9317346965057274,0.21539747200210643,0.1458791440636521,-0.018889978268333087
exc_to_ssttac1,0.6818482407540396,0.4465295586280409,0.09316377317307316,0.03866969047418674,-0.011656530201855392
exc_to_vip,-0.08830877741728957,0.6511998836542588,0.7259406622839725,-0.04964725717761767,0.012325978593930906
exc_to_inh,0.34900198433126844,0.8165720686388034,0.009009906269106693,0.11470032299839276,-0.021905515024821416
e23_to_exc,-0.10452084785574564,0.8231092576572803,0.31468156816960635,0.44697479397280593,0.029125570080886218
e23_to_e23,-0.09466039172663243,0.6282719281047477,0.54877437093237,0.42780480824372746,0.0758881414117617
e23_to_e4,-0.07980635717413115,0.43505509437329437,1.2500069612324294,-0.10059526752295173,0.018430709475608265
e23_to_e5et,-0.04758808166104905,0.3461186880697372,1.7457023311071032,0.04024198530904466,-0.0006867951734144118
e23_to_e5it,-0.16216850050292514,0.8117416538722713,0.2447832855974865,0.41045815598988533,0.3704940104697375
e23_to_e5np,-0.077006292301139,0.530731952972689,0.8914879430054428,0.0023905825417890325,0.007027340524663084
e23_to_e6,-0.07700629230098248,0.5307319529775573,0.8914879429967407,0.002390582548772835,0.007027340522186315
e23_to_pv,0.7445646318806678,0.3585880980071288,0.12391025052110981,-0.0014657900992238945,-0.005613267754320646
e23_to_sst,0.06249666334983528,0.9467347389298952,0.10715666175540678,0.20612740463045548,-0.020500768195805544
e23_to_ssttac1,0.7442159691811194,0.378086358808802,0.08223562523481229,0.03504021933748112,-0.01849351415451851
e23_to_vip,-0.09118878181921145,0.6764062165852899,0.6557163802179032,-0.06044456976264642,0.013677803609257883
e23_to_inh,0.31935114365842526,0.84289855681864,-0.04787961145342823,0.11723381816852599,-0.021898114592122105
e4_to_exc,-0.05191590505594415,0.34984663065027694,1.372235582968667,0.03680482290043291,0.0008642876787892939
e4_to_e23,0.00498607512592289,0.4794094864958655,0.6235871498669907,0.4285253023284493,0.06548183953519676
e4_to_e4,-0.08031213979641721,0.45178473932638913,1.2822721533878463,-0.09326425709676978,0.017486689838393632
e4_to_e5et,-0.028194783082240937,0.2098554685149442,1.5088470044813085,0.1082024667084231,-0.007872718819136787
e4_to_e5it,-0.16216850032040775,0.8117416535400584,0.24478328586713777,0.41045815587285317,0.3704940104929103
e4_to_e5np,-0.07700629236815064,0.5307319531269294,0.8914879428363477,0.002390582646196737,0.007027340494617951
e4_to_e6,-0.07348451701584308,0.6096774267398231,0.7086883522524878,0.16732415676228976,-0.052097536755802296
e4_to_pv,0.8117616686897274,0.29193581203943064,0.16184888655079924,0.030353875605669572,-0.011965395248482873
e4_to_sst,0.25072569087437063,0.59614972260332,0.4835804930223603,0.03326413034369353,0.0021067988877117166
e4_to_ssttac1,0.7424168491417243,0.36257551779025055,0.18114926762441466,-0.03258498532228904,0.0172233224679084
e4_to_vip,-0.08830877745916281,0.6511998837555809,0.7259406621699116,-0.0496472571070688,0.012325978573899207
e4_to_inh,0.571691969489283,0.6290829694728932,-0.3120328332004081,0.3276747715701217,0.02098253776868332
e5et_to_exc,-0.04359177705682666,0.646584815782129,1.388325418314484,0.09869425268832949,-0.009358292817538055
e5et_to_e23,-0.057264125943171346,0.520676323693366,0.6894264790120684,0.3290944134060937,0.10692088527828851
e5et_to_e4,-0.07980635710837279,0.4350550942119229,1.2500069614260538,-0.10059526765411209,0.018430709516377958
e5et_to_e5et,-0.14840805214774538,1.0738878025317504,1.8801441123121903,-0.19624267943921142,0.0342413759209855
e5et_to_e5it,-0.16216850059797594,0.8117416540473019,0.24478328545803474,0.41045815604711683,0.3704940104592741
e5et_to_e5np,-0.06415486542677806,0.5937871908273976,0.7201960782540882,0.16323819945765256,-0.0515545894241274
e5et_to_e6,-0.12279219272666964,0.6980622740865667,0.6399984032981045,0.19448489273308378,-0.05656068200231458
e5et_to_pv,0.6127560718517182,0.5636156091601772,0.010336316658961772,0.06608002194677073,-0.014508087804235422
e5et_to_sst,0.06583693867988694,0.9317346969182836,0.21539747160414463,0.14587914428064397,-0.018889978324954163
e5et_to_ssttac1,0.6127560718525131,0.5636156091653641,0.010336316646600022,0.0660800219570121,-0.014508087807528026
e5et_to_vip,-0.08830877744469007,0.6511998837248101,0.7259406622007647,-0.049647257124056904,0.01232597857815032
e5et_to_inh,0.3571706075078552,0.7994140444289835,-0.09700200095850212,0.17595055667535042,-0.027502151390847853
e5it_to_exc,-0.11611921325205789,0.6774049912523312,0.4657940007127872,0.6049196827212413,0.0455855706577719
e5it_to_e23,-0.09447652840176235,0.6256431997656459,0.5540258203199859,0.4233330626491061,0.07743688437640758
e5it_to_e4,-0.0798063573433635,0.435055094729453,1.2500069608830038,-0.10059526732982566,0.018430709424781908
e5it_to_e5et,-0.04758808096271999,0.3461186865411511,1.7457023326906378,0.04024198438009813,-0.0006867949159684861
e5it_to_e5it,-0.038637853697325086,0.5282268025724405,0.4716367427047369,0.4025924200201215,0.3286599011212946
e5it_to_e5np,-0.11591811183758105,0.682219786068538,0.6575294869810572,0.18351120921755099,-0.05336082808369613
e5it_to_e6,-0.07700629230165758,0.5307319529748118,0.8914879430034925,0.00239058254220037,0.0070273405248403725
e5it_to_pv,0.29412272689118996,0.9178659943294321,-0.31449848359925375,0.2587647689285427,0.015083989005703312
e5it_to_sst,0.10121592887427322,0.9429126693713579,0.22750535765098556,0.1083997242646599,-0.01709423656438174
e5it_to_ssttac1,0.29412272688134605,0.9178659943543293,-0.31449848362799515,0.2587647689466948,0.015083989000487831
e5it_to_vip,-0.08830877742706898,0.65119988366399,0.7259406622880147,-0.04964725718778157,0.01232597859858417
e5it_to_inh,0.13113964523948252,0.9370952176374887,0.12229929299997616,0.13061644370593442,-0.020099501304310416
e5np_to_exc,-0.07700629237826259,0.5307319531453446,0.8914879428222744,0.0023905826515420447,0.0070273404937855055
e5np_to_e23,0.0008615606485929406,0.523777457851325,0.5363194457364134,0.5032217593917115,0.03936678646998282
e5np_to_e4,-0.07980635744326517,0.43505509495292144,1.250006960653037,-0.10059526719970902,0.01843070939055705
e5np_to_e5et,-0.04758808170042217,0.34611868814516666,1.7457023310332824,0.040241985353337506,-0.0006867951863481214
e5np_to_e5it,-0.16216850045128242,0.8117416537579303,0.24478328571550984,0.41045815592152446,0.3704940104884686
e5np_to_e5np,-0.07700629236144248,0.5307319531158006,0.8914879428426905,0.0023905826459481028,0.007027340493829581
e5np_to_e6,-0.07700629234213888,0.53073195306998,0.8914879428960019,0.0023905826107117334,0.007027340504718524
e5np_to_pv,1.0134333499599735,0.760326578134564,0.454500213369258,-0.09689906665049357,0.006975023292189578
e5np_to_sst,0.06583693880888208,0.9317346966428055,0.21539747187880443,0.1458791441260675,-0.018889978283446497
e5np_to_ssttac1,0.9432438326967048,0.8507012845536946,0.4373089878836854,-0.13207419371720527,0.027576479808665802
e5np_to_vip,-0.08830877744359716,0.6511998837312035,0.7259406621770818,-0.049647257097429565,0.012325978567434198
e5np_to_inh,0.8870506190317812,0.2575949550065764,1.149254605043682,-0.044891984159561416,0.00607785674869496
e6_to_exc,-0.0770062922703252,0.5307319529089587,0.8914879430669302,0.0023905825085271948,0.007027340533201337
e6_to_e23,-0.1176698823189831,0.7083658980922651,0.4316175060515847,0.5158196217390519,0.04704818551137799
e6_to_e4,-0.07980635731387636,0.4350550946791073,1.250006960933472,-0.10059526736627311,0.018430709437944864
e6_to_e5et,-0.04758808167935302,0.34611868810785396,1.7457023310693587,0.040241985330363605,-0.0006867951794126415
e6_to_e5it,-0.1621685006885556,0.8117416542534743,0.24478328522875292,0.41045815619326403,0.3704940104159423
e6_to_e5np,-0.11371377116942771,0.6729961439655264,0.6720372045194845,0.17226655018571221,-0.049626474341353546
e6_to_e6,-0.07700629229342308,0.5307319529501477,0.8914879430351456,0.0023905825213015597,0.007027340530838547
e6_to_pv,0.897509572929911,0.941481429290571,0.3537796598142431,-0.08885531937016866,0.016885466546292513
e6_to_sst,0.2517475030957105,0.5866624946787218,0.5022059605625083,0.0171029069851441,0.007848341656180799
e6_to_ssttac1,0.8975095730063942,0.9414814291208615,0.35377965999176453,-0.08885531947419437,0.016885466574732444
e6_to_vip,-0.08830877742876514,0.651199883673376,0.725940662269634,-0.04964725717212787,0.012325978593007728
e6_to_inh,0.8870506190387684,0.257594955010424,1.1492546050187564,-0.04489198413370327,0.006077856739096235
pv_to_exc,-0.10335930181416592,1.0123548188540492,0.024779005783767682,0.22095108962247126,0.24057581957493057
pv_to_e23,-0.05624475259946149,1.0801395753408944,-0.11604588720529793,0.2521423050965136,0.22762396446275396
pv_to_e4,-0.0908695686575029,0.95529708037978,0.11000516172735275,0.39710780677026924,0.042327392482260265
pv_to_e5et,-0.1265307363322365,0.6151603367935388,0.5022533817712588,0.15022249590790918,0.25249412452583075
pv_to_e5it,0.06305469485543613,1.0811119123553043,-0.2493835331492176,0.239526440953952,0.15913518098381635
pv_to_e5np,-0.044389463346484415,0.8388989105616058,0.21918749630661583,0.12218958955989395,0.2670413611100072
pv_to_e6,-0.008210149208858375,0.7600158020714901,0.30074472002233366,0.07430792812796086,0.280356594143755
pv_to_pv,0.4664827089460453,0.5339509251924113,0.1333672189021648,0.1901421602855216,-0.014003028931914286
pv_to_sst,-0.07680133790144747,0.6398085592756633,1.6632590815282258,-0.029545179098806607,0.008282052872251228
pv_to_ssttac1,0.36410492673460104,0.7917478459106738,-0.12481638237532261,0.30797712072691175,-0.03273375350511812
pv_to_vip,0.3261097676178698,0.8230524676780857,-0.10950592802319409,0.3229156131731771,-0.03330144356247281
pv_to_inh,0.5145394670611774,0.4472328825143883,0.23793215082336872,0.14248883154553715,0.011422151697666534
sst_to_exc,0.0039538121641732316,-0.03315680271440685,0.8559032228561935,0.9871620714322112,0.02816167755252827
sst_to_e23,-0.008207167515000169,-0.06936030963884243,1.1240116377498865,1.0319452399670885,-0.07988534846949513
sst_to_e4,-0.10106419501166028,0.9686361812172779,0.07756859621934453,0.8392973835780327,0.05248957597451791
sst_to_e5et,-0.11715138558165147,0.5912010187427873,0.522272129499932,0.7763008756265257,0.06296499913580854
sst_to_e5it,0.09136473482971277,1.0761780411483801,-0.3019168926394533,0.9476718619650031,0.03116543964045293
sst_to_e5np,-0.10297227337761308,0.9625223623328223,0.08731233497654689,0.8370612952591452,0.052903949242788934
sst_to_e6,-0.10297227336232354,0.9625223622810866,0.08731233505398173,0.837061295199142,0.05290394926305331
sst_to_pv,-0.237479590442083,0.7390767047558965,0.7031909820056126,0.3695548980579851,-0.031143989963027238
sst_to_sst,0.06643907449939279,0.5134501730235881,0.6162561713397259,0.13385106956542003,-0.013139641142198108
sst_to_ssttac1,-0.1656146779014936,0.597013233482454,0.8334914317443161,0.3022278587259265,-0.01448127782539621
sst_to_vip,-0.005805662109519882,0.6261321058520093,0.5493813010588896,0.2609351606421804,0.0314305307147818
sst_to_inh,-0.07956918988310185,0.6575367933147116,0.6316220647994891,0.20433074682910027,-0.0019218700278174627
ssttac1_to_exc,-0.10335930167313101,1.012354818587847,0.024779006017973726,0.22095108950592154,0.24057581960257035
ssttac1_to_e23,-0.056244752346818805,1.0801395748173659,-0.11604588669528515,0.2521423048148902,0.22762396453679584
ssttac1_to_e4,-0.09086956858873238,0.9552970802283629,0.11000516188153031,0.3971078066826943,0.04232739250551756
ssttac1_to_e5et,-0.12653073632029233,0.6151603367716669,0.502253381789818,0.15022249589945041,0.25249412452735104
ssttac1_to_e5it,0.06305469443390133,1.0811119131685984,-0.2493835338792316,0.23952644132558093,0.15913518089308137
ssttac1_to_e5np,-0.11235162404472115,0.9864816802282611,0.06729358738196939,0.21098291547509626,0.24243307464769526
ssttac1_to_e6,-0.1123516243688466,0.9864816808808234,0.06729358676045216,0.21098291581368506,0.24243307455882504
ssttac1_to_pv,0.36410492673681416,0.7917478459043106,-0.12481638236909082,0.3079771207239141,-0.03273375350451928
ssttac1_to_sst,-0.0768013377682853,0.639808559009347,1.6632590817590454,-0.029545179206642014,0.008282052896519815
ssttac1_to_ssttac1,0.36410492663697297,0.791747846121925,-0.12481638259357303,0.30797712085526036,-0.032733753540875
ssttac1_to_vip,0.32610976765187577,0.8230524676026414,-0.10950592794027178,0.3229156131202103,-0.03330144354664212
ssttac1_to_inh,0.3261097675600131,0.8230524678080589,-0.10950592816317425,0.3229156132590469,-0.03330144358733642
inh_to_exc,-0.11827289507671487,1.0054803051143075,0.027244323417430216,0.3370124869917433,0.1665505701055599
inh_to_e23,-0.13553719551290416,1.0025288373718682,0.01460597059829527,0.5615681079076227,0.1494330975203611
inh_to_e4,-0.11183038861207556,0.9973492899771984,0.0462487580119989,0.2551567650902951,0.18583214966845715
inh_to_e5et,-0.21751913358213615,0.7846245293433894,0.3991580588732171,0.03574844598676055,0.751264818329853
inh_to_e5it,0.07318625601175377,1.125771322192996,-0.3645035975664588,0.37759545084293067,0.3500352717212077
inh_to_e5np,-0.11827289502139002,1.0054803050082917,0.027244323509553692,0.33701248694758634,0.16655057011556976
inh_to_e6,-0.118272895112606,1.0054803052118555,0.027244323298057704,0.3370124870707273,0.16655057008176238
inh_to_pv,0.22061713717799186,0.9313252267366086,-0.1723377343854478,0.3815179134819528,-0.022183445031711824
inh_to_sst,-0.0795899591305021,0.6857704667654412,0.5806483397059282,0.3877183047805291,-0.06309591884306986
inh_to_ssttac1,0.22061713710658043,0.9313252268829451,-0.17233773452260626,0.38151791355335984,-0.022183445049308404
inh_to_vip,-0.003388639601336507,0.6055441609207789,0.6183501155225104,0.34926523604986454,0.02037437412172899
inh_to_inh,0.11675848468033018,0.9444643111038646,0.01861784129316396,0.3182570897803866,-0.026956850631717065
vip_to_exc,-0.11827289495779034,1.0054803048741916,0.027244323648693447,0.33701248686239793,0.16655057014084218
vip_to_e23,-0.1355371958077906,1.0025288379850492,0.01460597000478886,0.5615681082304034,0.14943309743706684
vip_to_e4,-0.11183038864681041,0.997349290083267,0.04624875787682148,0.2551567651784009,0.18583214964316866
vip_to_e5et,-0.24272292637928788,0.838734409768113,0.34417812127090053,0.06749283780601756,0.7425561663492476
vip_to_e5it,0.073186255817343,1.1257713225948138,-0.36450359795720155,0.3775954510581771,0.35003527166448767
vip_to_e5np,-0.11827289485297637,1.0054803046398786,0.027244323888195976,0.33701248672772044,0.16655057017607988
vip_to_e6,-0.11827289504100813,1.0054803050457712,0.027244323477132015,0.33701248696225394,0.16655057011274213
vip_to_pv,0.03165381521781735,-0.11540847271560667,1.094782297429741,0.6747114348748422,-0.023611232311641764
vip_to_sst,0.011931655028210975,-0.01990700376364185,1.265513390953882,0.3153333247492396,-0.02180724142534113
vip_to_ssttac1,-0.042860012778160705,0.04637543265104915,0.9282767053409281,0.7720565509301283,-0.05059396938168331
vip_to_vip,0.0653334651636911,-0.23344638469076828,1.4768003882536749,0.3982825750196471,-0.042837771209342984
vip_to_inh,0.0653334649057844,-0.2334463841720027,1.476800387758335,0.39828257529150013,-0.04283777128155591
